time,dest,dir,len,etd
1417123801.32,Richmond,North,6,Leaving
1417123861.64,Fremont,South,6,13
1417123861.64,Richmond,North,6,19
1417123922.0,Fremont,South,6,12
1417123922.0,Richmond,North,6,18
1417123981.33,Fremont,South,6,11
1417123981.33,Richmond,North,6,17
1417124041.68,Fremont,South,6,10
1417124041.68,Richmond,North,6,16
1417124102.04,Fremont,South,6,10
1417124102.04,Richmond,North,6,16
1417124161.38,Fremont,South,6,10
1417124161.38,Richmond,North,6,15
1417124221.75,Fremont,South,6,7
1417124221.75,Richmond,North,6,14
1417124281.12,Fremont,South,6,6
1417124281.12,Richmond,North,6,12
1417124341.44,Fremont,South,6,5
1417124341.44,Richmond,North,6,12
1417124401.78,Fremont,South,6,4
1417124401.78,Richmond,North,6,10
1417124461.14,Fremont,South,6,2
1417124461.14,Richmond,North,6,9
1417124521.48,Fremont,South,6,2
1417124521.48,Richmond,North,6,9
1417124581.84,Fremont,South,6,Leaving
1417124581.84,Richmond,North,6,7
1417124641.22,Fremont,South,6,Leaving
1417124641.22,Richmond,North,6,6
1417124701.59,Fremont,South,6,19
1417124701.59,Richmond,North,6,5
1417124761.94,Fremont,South,6,18
1417124761.94,Richmond,North,6,4
1417124821.29,Fremont,South,6,17
1417124821.29,Richmond,North,6,3
1417124881.67,Fremont,South,6,16
1417124881.67,Richmond,North,6,2
1417124942.02,Fremont,South,6,15
1417124942.02,Richmond,North,6,1
1417125001.38,Fremont,South,6,14
1417125001.38,Richmond,North,6,Leaving
1417125061.7,Fremont,South,6,13
1417125061.7,Richmond,North,6,19
1417125122.06,Fremont,South,6,12
1417125122.06,Richmond,North,6,18
1417125181.43,Fremont,South,6,11
1417125181.43,Richmond,North,6,17
1417125241.77,Fremont,South,6,10
1417125241.77,Richmond,North,6,17
1417125301.15,Fremont,South,6,9
1417125301.15,Richmond,North,6,16
1417125361.48,Fremont,South,6,9
1417125361.48,Richmond,North,6,14
1417125421.86,Fremont,South,6,7
1417125421.86,Richmond,North,6,14
1417125481.21,Fremont,South,6,6
1417125481.21,Richmond,North,6,13
1417125541.57,Fremont,South,6,5
1417125541.57,Richmond,North,6,12
1417125601.92,Fremont,South,6,4
1417125601.92,Richmond,North,6,10
1417125661.28,Fremont,South,6,3
1417125661.28,Richmond,North,6,9
1417125721.65,Fremont,South,6,2
1417125721.65,Richmond,North,6,8
1417125782.03,Fremont,South,6,Leaving
1417125782.03,Richmond,North,6,7
1417125841.39,Fremont,South,6,20
1417125841.39,Richmond,North,6,7
1417125901.77,Fremont,South,6,19
1417125901.77,Richmond,North,6,5
1417125961.11,Fremont,South,6,18
1417125961.11,Richmond,North,6,4
1417126021.47,Fremont,South,6,17
1417126021.47,Richmond,North,6,3
1417126081.84,Fremont,South,6,16
1417126081.84,Richmond,North,6,2
1417126141.16,Fremont,South,6,15
1417126141.16,Richmond,North,6,1
1417126201.51,Fremont,South,6,14
1417126201.51,Richmond,North,6,Leaving
1417126261.88,Fremont,South,6,13
1417126261.88,Richmond,North,6,19
1417126321.25,Fremont,South,6,12
1417126321.25,Richmond,North,6,18
1417126381.59,Fremont,South,6,11
1417126381.59,Richmond,North,6,18
1417126441.97,Fremont,South,6,10
1417126441.97,Richmond,North,6,17
1417126501.33,Fremont,South,6,9
1417126501.33,Richmond,North,6,15
1417126561.7,Fremont,South,6,9
1417126561.7,Richmond,North,6,14
1417126622.07,Fremont,South,6,7
1417126622.07,Richmond,North,6,13
1417126681.43,Fremont,South,6,6
1417126681.43,Richmond,North,6,13
1417126741.79,Fremont,South,6,5
1417126741.79,Richmond,North,6,11
1417126801.16,Fremont,South,6,4
1417126801.16,Richmond,North,6,10
1417126861.49,Fremont,South,6,3
1417126861.49,Richmond,North,6,9
1417126921.86,Fremont,South,6,1
1417126921.86,Richmond,North,6,8
1417126981.19,Fremont,South,6,Leaving
1417126981.19,Richmond,North,6,7
1417127041.57,Fremont,South,6,20
1417127041.57,Richmond,North,6,6
1417127101.93,Fremont,South,6,19
1417127101.93,Richmond,North,6,5
1417127161.28,Fremont,South,6,18
1417127161.28,Richmond,North,6,4
1417127221.64,Fremont,South,6,17
1417127221.64,Richmond,North,6,3
1417127282.0,Fremont,South,6,16
1417127282.0,Richmond,North,6,2
1417127341.35,Fremont,South,6,15
1417127341.35,Richmond,North,6,Leaving
1417127401.71,Fremont,South,6,14
1417127401.71,Richmond,North,6,Leaving
1417127462.09,Fremont,South,6,13
1417127462.09,Richmond,North,6,19
1417127521.44,Fremont,South,6,12
1417127521.44,Richmond,North,6,18
1417127581.8,Fremont,South,6,11
1417127581.8,Richmond,North,6,18
1417127641.13,Fremont,South,6,10
1417127641.13,Richmond,North,6,17
1417127701.49,Fremont,South,6,10
1417127701.49,Richmond,North,6,16
1417127761.83,Fremont,South,6,9
1417127761.83,Richmond,North,6,15
1417127821.16,Fremont,South,6,7
1417127821.16,Richmond,North,6,14
1417127881.52,Fremont,South,6,6
1417127881.52,Richmond,North,6,13
1417127941.89,Fremont,South,6,5
1417127941.89,Richmond,North,6,12
1417128001.26,Fremont,South,6,4
1417128001.26,Richmond,North,6,11
1417128061.62,Fremont,South,6,3
1417128061.62,Richmond,North,6,10
1417128121.95,Fremont,South,6,2
1417128121.95,Richmond,North,6,9
1417128181.34,Fremont,South,6,Leaving
1417128181.34,Richmond,North,6,8
1417128241.69,Fremont,South,6,20
1417128241.69,Richmond,North,6,7
1417128302.06,Fremont,South,6,19
1417128302.06,Richmond,North,6,6
1417128361.42,Fremont,South,6,18
1417128361.42,Richmond,North,6,5
1417128421.78,Fremont,South,6,17
1417128421.78,Richmond,North,6,4
1417128481.14,Fremont,South,6,16
1417128481.14,Richmond,North,6,2
1417128541.46,Fremont,South,6,15
1417128541.46,Richmond,North,6,1
1417128601.83,Fremont,South,6,14
1417128601.83,Richmond,North,6,Leaving
1417128661.2,Fremont,South,6,13
1417128661.2,Richmond,North,6,19
1417128721.57,Fremont,South,6,12
1417128721.57,Richmond,North,6,18
1417128781.89,Fremont,South,6,11
1417128781.89,Richmond,North,6,17
1417128841.25,Fremont,South,6,10
1417128841.25,Richmond,North,6,16
1417128901.6,Fremont,South,6,9
1417128901.6,Richmond,North,6,16
1417128961.96,Fremont,South,6,9
1417128961.96,Richmond,North,6,15
1417129021.35,Fremont,South,6,7
1417129021.35,Richmond,North,6,13
1417129081.69,Fremont,South,6,6
1417129081.69,Richmond,North,6,12
1417129142.05,Fremont,South,6,5
1417129142.05,Richmond,North,6,12
1417129201.42,Fremont,South,6,4
1417129201.42,Richmond,North,6,11
1417129261.8,Fremont,South,6,3
1417129261.8,Richmond,North,6,10
1417129321.16,Fremont,South,6,2
1417129321.16,Richmond,North,6,9
1417129381.54,Fremont,South,6,1
1417129381.54,Richmond,North,6,7
1417129441.9,Fremont,South,6,Leaving
1417129441.9,Richmond,North,6,6
1417129501.26,Fremont,South,6,19
1417129501.26,Richmond,North,6,5
1417129561.6,Fremont,South,6,18
1417129561.6,Richmond,North,6,5
1417129621.98,Fremont,South,6,17
1417129621.98,Richmond,North,6,3
1417129681.34,Fremont,South,6,16
1417129681.34,Richmond,North,6,2
1417129741.67,Fremont,South,6,15
1417129741.67,Richmond,North,6,1
1417129802.05,Fremont,South,6,14
1417129802.05,Richmond,North,6,Leaving
1417129861.42,Fremont,South,6,13
1417129861.42,Richmond,North,6,19
1417129921.79,Fremont,South,6,12
1417129921.79,Richmond,North,6,18
1417129981.15,Fremont,South,6,11
1417129981.15,Richmond,North,6,17
1417130041.52,Fremont,South,6,10
1417130041.52,Richmond,North,6,17
1417130101.85,Fremont,South,6,9
1417130101.85,Richmond,North,6,16
1417130161.2,Fremont,South,6,8
1417130161.2,Richmond,North,6,15
1417130221.55,Fremont,South,6,7
1417130221.55,Richmond,North,6,14
1417130281.91,Fremont,South,6,6
1417130281.91,Richmond,North,6,13
1417130341.25,Fremont,South,6,5
1417130341.25,Richmond,North,6,11
1417130401.59,Fremont,South,6,4
1417130401.59,Richmond,North,6,10
1417130461.97,Fremont,South,6,3
1417130461.97,Richmond,North,6,9
1417130521.34,Fremont,South,6,2
1417130521.34,Richmond,North,6,8
1417130581.69,Fremont,South,6,Leaving
1417130581.69,Richmond,North,6,7
1417130642.03,Fremont,South,6,20
1417130642.03,Richmond,North,6,6
1417130701.36,Fremont,South,6,19
1417130701.36,Richmond,North,6,5
1417130761.72,Fremont,South,6,18
1417130761.72,Richmond,North,6,4
1417130822.05,Fremont,South,6,17
1417130822.05,Richmond,North,6,3
1417130881.43,Fremont,South,6,16
1417130881.43,Richmond,North,6,3
1417130941.78,Fremont,South,6,15
1417130941.78,Richmond,North,6,2
1417131001.14,Fremont,South,6,14
1417131001.14,Richmond,North,6,Leaving
1417131061.47,Fremont,South,6,13
1417131061.47,Richmond,North,6,19
1417131121.84,Fremont,South,6,12
1417131121.84,Richmond,North,6,18
1417131181.18,Fremont,South,6,11
1417131181.18,Richmond,North,6,18
1417131241.51,Fremont,South,6,10
1417131241.51,Richmond,North,6,16
1417131301.85,Fremont,South,6,9
1417131301.85,Richmond,North,6,16
1417131361.21,Fremont,South,6,8
1417131361.21,Richmond,North,6,15
1417131421.57,Fremont,South,6,7
1417131421.57,Richmond,North,6,13
1417131481.93,Fremont,South,6,6
1417131481.93,Richmond,North,6,12
1417131541.29,Fremont,South,6,5
1417131541.29,Richmond,North,6,11
1417131601.66,Fremont,South,6,4
1417131601.66,Richmond,North,6,11
1417131661.99,Fremont,South,6,3
1417131661.99,Richmond,North,6,10
1417131721.34,Fremont,South,6,1
1417131721.34,Richmond,North,6,8
1417131781.67,Fremont,South,6,Leaving
1417131781.67,Richmond,North,6,8
1417131842.05,Fremont,South,6,20
1417131842.05,Richmond,North,6,6
1417131901.38,Fremont,South,6,19
1417131901.38,Richmond,North,6,5
1417131961.74,Fremont,South,6,18
1417131961.74,Richmond,North,6,4
1417132022.08,Fremont,South,6,17
1417132022.08,Richmond,North,6,3
1417132081.45,Fremont,South,6,16
1417132081.45,Richmond,North,6,3
1417132141.83,Fremont,South,6,15
1417132141.83,Richmond,North,6,2
1417132201.2,Fremont,South,6,14
1417132201.2,Richmond,North,6,Leaving
1417132261.56,Fremont,South,6,13
1417132261.56,Richmond,North,6,19
1417132321.94,Fremont,South,6,12
1417132321.94,Richmond,North,6,18
1417132381.31,Fremont,South,6,11
1417132381.31,Richmond,North,6,18
1417132441.66,Fremont,South,6,10
1417132441.66,Richmond,North,6,17
1417132502.03,Fremont,South,6,9
1417132502.03,Richmond,North,6,16
1417132561.38,Fremont,South,6,8
1417132561.38,Richmond,North,6,14
1417132621.73,Fremont,South,6,7
1417132621.73,Richmond,North,6,14
1417132681.09,Fremont,South,6,6
1417132681.09,Richmond,North,6,13
1417132741.45,Fremont,South,6,5
1417132741.45,Richmond,North,6,11
1417132801.83,Fremont,South,6,4
1417132801.83,Richmond,North,6,10
1417132861.21,Fremont,South,6,3
1417132861.21,Richmond,North,6,10
1417132921.55,Fremont,South,6,2
1417132921.55,Richmond,North,6,8
1417132981.91,Fremont,South,6,Leaving
1417132981.91,Richmond,North,6,7
1417133041.27,Fremont,South,6,20
1417133041.27,Richmond,North,6,6
1417133101.64,Fremont,South,6,19
1417133101.64,Richmond,North,6,5
1417133161.98,Fremont,South,6,18
1417133161.98,Richmond,North,6,4
1417133221.34,Fremont,South,6,17
1417133221.34,Richmond,North,6,3
1417133281.67,Fremont,South,6,16
1417133281.67,Richmond,North,6,2
1417133342.04,Fremont,South,6,15
1417133342.04,Richmond,North,6,Leaving
1417133401.39,Fremont,South,6,14
1417133401.39,Richmond,North,6,20
1417133461.6,Fremont,South,6,13
1417133461.6,Richmond,North,6,19
1417133521.97,Fremont,South,6,12
1417133521.97,Richmond,North,6,18
1417133581.33,Fremont,South,6,11
1417133581.33,Richmond,North,6,17
1417133641.69,Fremont,South,6,10
1417133641.69,Richmond,North,6,16
1417133702.04,Fremont,South,6,9
1417133702.04,Richmond,North,6,16
1417133761.39,Fremont,South,6,9
1417133761.39,Richmond,North,6,15
1417133821.75,Fremont,South,6,7
1417133821.75,Richmond,North,6,15
1417133881.13,Fremont,South,6,6
1417133881.13,Richmond,North,6,15
1417133941.46,Fremont,South,6,5
1417133941.46,Richmond,North,6,14
1417134001.81,Fremont,South,6,4
1417134001.81,Richmond,North,6,13
1417134061.19,Fremont,South,6,3
1417134061.19,Richmond,North,6,12
1417134121.55,Fremont,South,6,1
1417134121.55,Richmond,North,6,11
1417134181.92,Fremont,South,6,Leaving
1417134181.92,Richmond,North,6,10
1417134241.28,Fremont,South,6,20
1417134241.28,Richmond,North,6,8
1417134301.62,Fremont,South,6,19
1417134301.62,Richmond,North,6,7
1417134361.96,Fremont,South,6,18
1417134361.96,Richmond,North,6,6
1417134421.3,Fremont,South,6,17
1417134421.3,Richmond,North,6,5
1417134481.65,Fremont,South,6,16
1417134481.65,Richmond,North,6,4
1417134542.02,Fremont,South,6,15
1417134542.02,Richmond,North,6,3
1417134601.39,Fremont,South,6,14
1417134601.39,Richmond,North,6,2
1417134661.74,Fremont,South,6,13
1417134661.74,Richmond,North,6,1
1417134722.08,Fremont,South,6,12
1417134722.08,Richmond,North,6,Leaving
1417134781.44,Fremont,South,6,11
1417134781.44,Richmond,North,6,18
1417134841.78,Fremont,South,6,10
1417134841.78,Richmond,North,6,16
1417134901.15,Fremont,South,6,10
1417134901.15,Richmond,North,6,16
1417134961.5,Fremont,South,6,10
1417134961.5,Richmond,North,6,15
1417135021.86,Fremont,South,6,7
1417135021.86,Richmond,North,6,14
1417135081.24,Fremont,South,6,6
1417135081.24,Richmond,North,6,12
1417135141.61,Fremont,South,6,5
1417135141.61,Richmond,North,6,12
1417135201.99,Fremont,South,6,4
1417135201.99,Richmond,North,6,11
1417135261.35,Fremont,South,6,3
1417135261.35,Richmond,North,6,10
1417135321.71,Fremont,South,6,2
1417135321.71,Richmond,North,6,9
1417135382.04,Fremont,South,6,Leaving
1417135382.04,Richmond,North,6,8
1417135441.41,Fremont,South,6,20
1417135441.41,Richmond,North,6,6
1417135501.77,Fremont,South,6,19
1417135501.77,Richmond,North,6,5
1417135561.16,Fremont,South,6,18
1417135561.16,Richmond,North,6,4
1417135621.52,Fremont,South,6,17
1417135621.52,Richmond,North,6,3
1417135681.89,Fremont,South,6,16
1417135681.89,Richmond,North,6,3
1417135741.24,Fremont,South,6,15
1417135741.24,Richmond,North,6,2
1417135801.59,Fremont,South,6,14
1417135801.59,Richmond,North,6,Leaving
1417135861.94,Fremont,South,6,13
1417135861.94,Richmond,North,6,19
1417135921.3,Fremont,South,6,12
1417135921.3,Richmond,North,6,18
1417135981.66,Fremont,South,6,11
1417135981.66,Richmond,North,6,17
1417136042.03,Fremont,South,6,10
1417136042.03,Richmond,North,6,16
1417136101.39,Fremont,South,6,10
1417136101.39,Richmond,North,6,15
1417136161.73,Fremont,South,6,10
1417136161.73,Richmond,North,6,15
1417136221.09,Fremont,South,6,7
1417136221.09,Richmond,North,6,14
1417136281.44,Fremont,South,6,6
1417136281.44,Richmond,North,6,13
1417136341.77,Fremont,South,6,5
1417136341.77,Richmond,North,6,12
1417136401.15,Fremont,South,6,4
1417136401.15,Richmond,North,6,11
1417136461.52,Fremont,South,6,2
1417136461.52,Richmond,North,6,9
1417136521.86,Fremont,South,6,2
1417136521.86,Richmond,North,6,8
1417136581.21,Fremont,South,6,Leaving
1417136581.21,Richmond,North,6,7
1417136641.58,Fremont,South,6,20
1417136641.58,Richmond,North,6,6
1417136701.91,Fremont,South,6,19
1417136701.91,Richmond,North,6,5
1417136761.3,Fremont,South,6,18
1417136761.3,Richmond,North,6,4
1417136821.64,Fremont,South,6,17
1417136821.64,Richmond,North,6,3
1417136881.99,Fremont,South,6,16
1417136881.99,Richmond,North,6,2
1417136941.36,Fremont,South,6,15
1417136941.36,Richmond,North,6,Leaving
1417137001.71,Fremont,South,6,14
1417137001.71,Richmond,North,6,20
1417137062.04,Fremont,South,6,13
1417137062.04,Richmond,North,6,19
1417137121.41,Fremont,South,6,12
1417137121.41,Richmond,North,6,18
1417137181.74,Fremont,South,6,11
1417137181.74,Richmond,North,6,17
1417137241.11,Fremont,South,6,10
1417137241.11,Richmond,North,6,17
1417137301.48,Fremont,South,6,10
1417137301.48,Richmond,North,6,15
1417137361.84,Fremont,South,6,10
1417137361.84,Richmond,North,6,15
1417137421.21,Fremont,South,6,7
1417137421.21,Richmond,North,6,14
1417137481.58,Fremont,South,6,6
1417137481.58,Richmond,North,6,12
1417137541.97,Fremont,South,6,5
1417137541.97,Richmond,North,6,12
1417137601.35,Fremont,South,6,4
1417137601.35,Richmond,North,6,11
1417137661.72,Fremont,South,6,2
1417137661.72,Richmond,North,6,9
1417137722.06,Fremont,South,6,1
1417137722.06,Richmond,North,6,8
1417137781.41,Fremont,South,6,Leaving
1417137781.41,Richmond,North,6,7
1417137841.77,Fremont,South,6,20
1417137841.77,Richmond,North,6,6
1417137901.11,Fremont,South,6,19
1417137901.11,Richmond,North,6,5
1417137961.45,Fremont,South,6,18
1417137961.45,Richmond,North,6,4
1417138021.8,Fremont,South,6,17
1417138021.8,Richmond,North,6,3
1417138081.15,Fremont,South,6,16
1417138081.15,Richmond,North,6,2
1417138141.56,Fremont,South,6,15
1417138141.56,Richmond,North,6,1
1417138201.9,Fremont,South,6,14
1417138201.9,Richmond,North,6,Leaving
1417138261.25,Fremont,South,6,13
1417138261.25,Richmond,North,6,19
1417138321.62,Fremont,South,6,12
1417138321.62,Richmond,North,6,18
1417138381.98,Fremont,South,6,11
1417138381.98,Richmond,North,6,17
1417138441.34,Fremont,South,6,10
1417138441.34,Richmond,North,6,16
1417138501.68,Fremont,South,6,10
1417138501.68,Richmond,North,6,15
1417138562.01,Fremont,South,6,10
1417138562.01,Richmond,North,6,15
1417138621.37,Fremont,South,6,7
1417138621.37,Richmond,North,6,14
1417138681.74,Fremont,South,6,6
1417138681.74,Richmond,North,6,12
1417138741.09,Fremont,South,6,5
1417138741.09,Richmond,North,6,11
1417138801.45,Fremont,South,6,4
